season,week,game_type,home_team,away_team,home_score,away_score,home_rest,away_rest,result
2024,4,REG,BAL,BUF,35,10,7,6,25
2024,4,REG,MIA,TEN,12,31,8,8,-19
2024,4,REG,DET,SEA,42,29,8,8,13
2024,5,REG,ATL,TB,36,30,4,4,6
2024,5,REG,MIN,NYJ,23,17,7,7,6
2024,5,REG,CHI,CAR,36,10,7,7,26
2024,5,REG,CIN,BAL,38,41,7,7,-3
2024,5,REG,HOU,BUF,23,20,7,7,3
2024,5,REG,JAX,IND,37,34,7,7,3
2024,5,REG,NE,MIA,10,15,7,6,-5
2024,5,REG,WAS,CLE,34,13,7,7,21
2024,5,REG,DEN,LV,34,18,7,7,16
2024,5,REG,SF,ARI,23,24,7,7,-1
2024,5,REG,LA,GB,19,24,7,7,-5
2024,5,REG,SEA,NYG,20,29,6,10,-9
2024,5,REG,PIT,DAL,17,20,7,10,-3
2024,5,REG,KC,NO,26,13,8,8,13
2024,6,REG,SEA,SF,24,36,4,4,-12
2024,6,REG,CHI,JAX,35,16,7,7,19
2024,6,REG,BAL,WAS,30,23,7,7,7
2024,6,REG,GB,ARI,34,13,7,7,21
2024,6,REG,NE,HOU,21,41,7,7,-20
2024,6,REG,NO,TB,27,51,6,10,-24
2024,6,REG,PHI,CLE,20,16,14,7,4
2024,6,REG,TEN,IND,17,20,13,7,-3
2024,6,REG,DEN,LAC,16,23,7,14,-7
2024,6,REG,LV,PIT,13,32,7,7,-19
2024,6,REG,CAR,ATL,20,38,7,10,-18
2024,6,REG,DAL,DET,9,47,7,13,-38
2024,6,REG,NYG,CIN,7,17,7,7,-10
2024,6,REG,NYJ,BUF,20,23,8,8,-3
2024,7,REG,NO,DEN,10,33,4,4,-23
2024,7,REG,JAX,NE,32,16,7,7,16
2024,7,REG,ATL,SEA,14,34,7,10,-20
2024,7,REG,BUF,TEN,34,10,6,7,24
2024,7,REG,CLE,CIN,14,21,7,7,-7
2024,7,REG,GB,HOU,24,22,7,7,2
2024,7,REG,IND,MIA,16,10,7,14,6
2024,7,REG,MIN,DET,29,31,14,7,-2
2024,7,REG,NYG,PHI,3,28,7,7,-25
2024,7,REG,LA,LV,20,15,14,7,5
2024,7,REG,WAS,CAR,40,7,7,7,33
2024,7,REG,SF,KC,18,28,10,13,-10
2024,7,REG,PIT,NYJ,37,15,7,6,22
2024,7,REG,TB,BAL,31,41,8,8,-10
2024,7,REG,ARI,LAC,17,15,8,8,2
2024,8,REG,LA,MIN,30,20,4,4,10
2024,8,REG,CIN,PHI,17,37,7,7,-20
2024,8,REG,CLE,BAL,29,24,7,6,5
2024,8,REG,DET,TEN,52,14,7,7,38
2024,8,REG,HOU,IND,23,20,7,7,3
2024,8,REG,JAX,GB,27,30,7,7,-3
2024,8,REG,MIA,ARI,27,28,7,6,-1
2024,8,REG,NE,NYJ,25,22,7,7,3
2024,8,REG,TB,ATL,26,31,6,7,-5
2024,8,REG,LAC,NO,26,8,6,10,18
2024,8,REG,SEA,BUF,10,31,7,7,-21
2024,8,REG,DEN,CAR,28,14,10,7,14
2024,8,REG,LV,KC,20,27,7,7,-7
2024,8,REG,WAS,CHI,18,15,7,14,3
2024,8,REG,SF,DAL,30,24,7,14,6
2024,8,REG,PIT,NYG,26,18,8,8,8
2024,9,REG,NYJ,HOU,21,13,4,4,8
2024,9,REG,ATL,DAL,27,21,7,7,6
2024,9,REG,BAL,DEN,41,10,7,7,31
2024,9,REG,BUF,MIA,30,27,7,7,3
2024,9,REG,CAR,NO,23,22,7,7,1
2024,9,REG,CIN,LV,41,24,7,7,17
2024,9,REG,CLE,LAC,10,27,7,7,-17
2024,9,REG,NYG,WAS,22,27,6,7,-5
2024,9,REG,TEN,NE,20,17,7,7,3
2024,9,REG,ARI,CHI,29,9,7,7,20
2024,9,REG,PHI,JAX,28,23,7,7,5
2024,9,REG,GB,DET,14,24,7,7,-10
2024,9,REG,SEA,LA,20,26,7,10,-6
2024,9,REG,MIN,IND,21,13,10,7,8
2024,9,REG,KC,TB,30,24,8,8,6
2024,10,REG,BAL,CIN,35,34,4,4,1
2024,10,REG,CAR,NYG,20,17,7,7,3
2024,10,REG,CHI,NE,3,19,7,7,-16
2024,10,REG,IND,BUF,20,30,7,7,-10
2024,10,REG,JAX,MIN,7,12,7,7,-5
2024,10,REG,KC,DEN,16,14,6,7,2
2024,10,REG,NO,ATL,20,17,7,7,3
2024,10,REG,TB,SF,20,23,6,14,-3
2024,10,REG,WAS,PIT,27,28,7,13,-1
2024,10,REG,LAC,TEN,27,17,7,7,10
2024,10,REG,ARI,NYJ,31,6,7,10,25
2024,10,REG,DAL,PHI,6,34,7,7,-28
2024,10,REG,HOU,DET,23,26,10,7,-3
2024,10,REG,LA,MIA,15,23,8,8,-8
2024,11,REG,PHI,WAS,26,18,4,4,8
2024,11,REG,CHI,GB,19,20,7,14,-1
2024,11,REG,DET,JAX,52,6,7,7,46
2024,11,REG,MIA,LV,34,19,6,14,15
2024,11,REG,NE,LA,22,28,7,6,-6
2024,11,REG,NO,CLE,35,14,7,14,21
2024,11,REG,NYJ,IND,27,28,7,7,-1
2024,11,REG,PIT,BAL,18,16,7,10,2
2024,11,REG,TEN,MIN,13,23,7,7,-10
2024,11,REG,DEN,ATL,38,6,7,7,32
2024,11,REG,SF,SEA,17,20,7,14,-3
2024,11,REG,BUF,KC,30,21,7,7,9
2024,11,REG,LAC,CIN,34,27,7,10,7
2024,11,REG,DAL,HOU,10,34,8,8,-24
2024,12,REG,CLE,PIT,24,19,4,4,5
2024,12,REG,CAR,KC,27,30,14,7,-3
2024,12,REG,CHI,MIN,27,30,7,7,-3
2024,12,REG,HOU,TEN,27,32,6,7,-5
2024,12,REG,IND,DET,6,24,7,7,-18
2024,12,REG,MIA,NE,34,15,7,7,19
2024,12,REG,NYG,TB,7,30,14,14,-23
2024,12,REG,WAS,DAL,26,34,10,6,-8
2024,12,REG,LV,DEN,19,29,7,7,-10
2024,12,REG,GB,SF,38,10,7,7,28
2024,12,REG,SEA,ARI,16,6,7,14,10
2024,12,REG,LA,PHI,20,37,7,10,-17
2024,12,REG,LAC,BAL,23,30,8,8,-7
2024,13,REG,DET,CHI,23,20,4,4,3
2024,13,REG,DAL,NYG,27,20,4,4,7
2024,13,REG,GB,MIA,30,17,4,4,13
2024,13,REG,KC,LV,19,17,5,5,2
2024,13,REG,ATL,LAC,13,17,14,6,-4
2024,13,REG,CIN,PIT,38,44,14,10,-6
2024,13,REG,JAX,HOU,20,23,14,7,-3
2024,13,REG,MIN,ARI,23,22,7,7,1
2024,13,REG,NE,IND,24,25,7,7,-1
2024,13,REG,NYJ,SEA,21,26,14,7,-5
2024,13,REG,WAS,TEN,42,19,7,7,23
2024,13,REG,CAR,TB,23,26,7,7,-3
2024,13,REG,NO,LA,14,21,14,7,-7
2024,13,REG,BAL,PHI,19,24,6,7,-5
2024,13,REG,BUF,SF,35,10,14,7,25
2024,13,REG,DEN,CLE,41,32,8,11,9
2024,14,REG,DET,GB,34,31,7,7,3
2024,14,REG,MIA,NYJ,32,26,10,7,6
2024,14,REG,MIN,ATL,42,21,7,7,21
2024,14,REG,NYG,NO,11,14,10,7,-3
2024,14,REG,PHI,CAR,22,16,7,7,6
2024,14,REG,PIT,CLE,27,14,7,6,13
2024,14,REG,TB,LV,28,13,7,9,15
2024,14,REG,TEN,JAX,6,10,7,7,-4
2024,14,REG,ARI,SEA,18,30,7,7,-12
2024,14,REG,LA,BUF,44,42,7,7,2
2024,14,REG,SF,CHI,38,13,7,10,25
2024,14,REG,KC,LAC,19,17,9,7,2
2024,14,REG,DAL,CIN,20,27,11,8,-7
2024,15,REG,SF,LA,6,12,4,4,-6
2024,15,REG,CAR,DAL,14,30,7,6,-16
2024,15,REG,CLE,KC,7,21,7,7,-14
2024,15,REG,HOU,MIA,20,12,14,7,8
2024,15,REG,JAX,NYJ,25,32,7,7,-7
2024,15,REG,NO,WAS,19,20,7,14,-1
2024,15,REG,NYG,BAL,14,35,7,14,-21
2024,15,REG,TEN,CIN,27,37,7,6,-10
2024,15,REG,ARI,NE,30,17,7,14,13
2024,15,REG,DEN,IND,31,13,13,14,18
2024,15,REG,DET,BUF,42,48,10,7,-6
2024,15,REG,LAC,TB,17,40,7,7,-23
2024,15,REG,PHI,PIT,27,13,7,7,14
2024,15,REG,SEA,GB,13,30,7,10,-17
2024,15,REG,MIN,CHI,30,12,8,8,18
2024,15,REG,LV,ATL,9,15,8,8,-6
2024,16,REG,LAC,DEN,34,27,4,4,7
2024,16,REG,KC,HOU,27,19,6,6,8
2024,16,REG,BAL,PIT,34,17,6,6,17
2024,16,REG,ATL,NYG,34,7,6,7,27
2024,16,REG,CAR,ARI,36,30,7,7,6
2024,16,REG,CHI,DET,17,34,6,7,-17
2024,16,REG,CIN,CLE,24,6,7,7,18
2024,16,REG,IND,TEN,38,30,7,7,8
2024,16,REG,NYJ,LA,9,19,7,10,-10
2024,16,REG,WAS,PHI,36,33,7,7,3
2024,16,REG,SEA,MIN,24,27,7,6,-3
2024,16,REG,BUF,NE,24,21,7,7,3
2024,16,REG,LV,JAX,19,14,6,7,5
2024,16,REG,MIA,SF,29,17,7,10,12
2024,16,REG,DAL,TB,26,24,7,7,2
2024,16,REG,GB,NO,34,0,8,8,34
2024,17,REG,PIT,KC,10,29,4,4,-19
2024,17,REG,HOU,BAL,2,31,4,4,-29
2024,17,REG,CHI,SEA,3,6,4,4,-3
2024,17,REG,NE,LAC,7,40,6,9,-33
2024,17,REG,CIN,DEN,30,24,6,9,6
2024,17,REG,LA,ARI,13,9,6,6,4
2024,17,REG,BUF,NYJ,40,14,7,7,26
2024,17,REG,JAX,TEN,20,13,7,7,7
2024,17,REG,NO,LV,10,25,6,7,-15
2024,17,REG,NYG,IND,45,33,7,7,12
2024,17,REG,PHI,DAL,41,7,7,7,34
2024,17,REG,TB,CAR,48,14,7,7,34
2024,17,REG,CLE,MIA,3,20,7,7,-17
2024,17,REG,MIN,GB,27,25,7,6,2
2024,17,REG,WAS,ATL,30,24,7,7,6
2024,17,REG,SF,DET,34,40,8,8,-6
2024,18,REG,BAL,CLE,35,10,10,6,25
2024,18,REG,PIT,CIN,17,19,10,7,-2
2024,18,REG,ATL,CAR,38,44,7,7,-6
2024,18,REG,DAL,WAS,19,23,7,7,-4
2024,18,REG,GB,CHI,22,24,7,10,-2
2024,18,REG,IND,JAX,26,23,7,7,3
2024,18,REG,NE,BUF,23,16,8,7,7
2024,18,REG,PHI,NYG,20,13,7,7,7
2024,18,REG,TB,NO,27,19,7,7,8
2024,18,REG,TEN,HOU,14,23,7,11,-9
2024,18,REG,ARI,SF,47,24,8,6,23
2024,18,REG,DEN,KC,38,0,8,11,38
2024,18,REG,LA,SEA,25,30,8,10,-5
2024,18,REG,LV,LAC,20,34,7,8,-14
2024,18,REG,NYJ,MIA,32,20,7,7,12
2024,18,REG,DET,MIN,31,9,6,7,22
2025,1,REG,PHI,DAL,24,20,7,7,4
2025,1,REG,LAC,KC,27,21,7,7,6
2025,1,REG,ATL,TB,20,23,7,7,-3
2025,1,REG,CLE,CIN,16,17,7,7,-1
2025,1,REG,IND,MIA,33,8,7,7,25
2025,1,REG,JAX,CAR,26,10,7,7,16
2025,1,REG,NE,LV,13,20,7,7,-7
2025,1,REG,NO,ARI,13,20,7,7,-7
2025,1,REG,NYJ,PIT,32,34,7,7,-2
2025,1,REG,WAS,NYG,21,6,7,7,15
2025,1,REG,DEN,TEN,20,12,7,7,8
2025,1,REG,SEA,SF,13,17,7,7,-4
2025,1,REG,GB,DET,27,13,7,7,14
2025,1,REG,LA,HOU,14,9,7,7,5
2025,1,REG,BUF,BAL,41,40,7,7,1
2025,1,REG,CHI,MIN,24,27,7,7,-3
2025,2,REG,GB,WAS,27,18,4,4,9
2025,2,REG,BAL,CLE,41,17,7,7,24
2025,2,REG,CIN,JAX,31,27,7,7,4
2025,2,REG,DAL,NYG,40,37,10,7,3
2025,2,REG,DET,CHI,52,21,7,6,31
2025,2,REG,MIA,NE,27,33,7,7,-6
2025,2,REG,NO,SF,21,26,7,7,-5
2025,2,REG,NYJ,BUF,10,30,7,7,-20
2025,2,REG,PIT,SEA,17,31,7,7,-14
2025,2,REG,TEN,LA,19,33,7,7,-14
2025,2,REG,ARI,CAR,27,22,7,7,5
2025,2,REG,IND,DEN,29,28,7,7,1
2025,2,REG,KC,PHI,17,20,9,10,-3
2025,2,REG,MIN,ATL,6,22,6,7,-16
2025,2,REG,HOU,TB,19,20,8,8,-1
2025,2,REG,LV,LAC,9,20,8,10,-11
2025,3,REG,BUF,MIA,31,21,4,4,10
2025,3,REG,CAR,ATL,30,0,7,7,30
2025,3,REG,CLE,GB,13,10,7,10,3
2025,3,REG,JAX,HOU,17,10,7,6,7
2025,3,REG,MIN,CIN,48,10,7,7,38
2025,3,REG,NE,PIT,14,21,7,7,-7
2025,3,REG,PHI,LA,33,26,7,7,7
2025,3,REG,TB,NYJ,29,27,6,7,2
2025,3,REG,TEN,IND,20,41,7,7,-21
2025,3,REG,WAS,LV,41,24,10,6,17
2025,3,REG,LAC,DEN,23,20,6,7,3
2025,3,REG,SEA,NO,44,13,7,7,31
2025,3,REG,CHI,DAL,31,14,7,7,17
2025,3,REG,SF,ARI,16,15,7,7,1
2025,3,REG,NYG,KC,9,22,7,7,-13
2025,3,REG,BAL,DET,30,38,8,8,-8
2025,4,REG,ARI,SEA,20,23,4,4,-3
2025,4,REG,PIT,MIN,24,21,7,7,3
2025,4,REG,ATL,WAS,34,27,7,7,7
2025,4,REG,BUF,NO,31,19,10,7,12
2025,4,REG,DET,CLE,34,10,6,7,24
2025,4,REG,HOU,TEN,26,0,7,7,26
2025,4,REG,NE,CAR,42,13,7,7,29
2025,4,REG,NYG,LAC,21,18,7,7,3
2025,4,REG,TB,PHI,25,31,7,7,-6
2025,4,REG,LA,IND,27,20,7,7,7
2025,4,REG,SF,JAX,21,26,7,7,-5
2025,4,REG,KC,BAL,37,20,7,6,17
2025,4,REG,LV,CHI,24,25,7,7,-1
2025,4,REG,DAL,GB,40,40,7,7,0
2025,4,REG,MIA,NYJ,27,21,11,8,6
2025,4,REG,DEN,CIN,28,3,8,8,25
2025,5,REG,LA,SF,23,26,4,4,-3
2025,5,REG,CLE,MIN,17,21,7,7,-4
2025,5,REG,BAL,HOU,10,44,7,7,-34
2025,5,REG,CAR,MIA,27,24,7,6,3
2025,5,REG,IND,LV,40,6,7,7,34
2025,5,REG,NO,NYG,26,14,7,7,12
2025,5,REG,NYJ,DAL,22,37,6,7,-15
2025,5,REG,PHI,DEN,17,21,7,6,-4
2025,5,REG,ARI,TEN,21,22,10,7,-1
2025,5,REG,SEA,TB,35,38,10,7,-3
2025,5,REG,CIN,DET,24,37,6,7,-13
2025,5,REG,LAC,WAS,10,27,7,7,-17
2025,5,REG,BUF,NE,20,23,7,7,-3
2025,5,REG,JAX,KC,31,28,8,8,3
2025,6,REG,NYG,PHI,34,17,4,4,17
2025,6,REG,NYJ,DEN,11,13,7,7,-2
2025,6,REG,BAL,LA,3,17,7,10,-14
2025,6,REG,CAR,DAL,30,27,7,7,3
2025,6,REG,IND,ARI,31,27,7,7,4
2025,6,REG,JAX,SEA,12,20,6,7,-8
2025,6,REG,MIA,LAC,27,29,7,7,-2
2025,6,REG,NO,NE,19,25,7,7,-6
2025,6,REG,PIT,CLE,23,9,14,7,14
2025,6,REG,LV,TEN,20,10,7,7,10
2025,6,REG,GB,CIN,27,18,14,7,9
2025,6,REG,TB,SF,30,19,7,10,11
2025,6,REG,KC,DET,30,17,6,7,13
2025,6,REG,ATL,BUF,24,14,15,8,10
2025,6,REG,WAS,CHI,24,25,8,15,-1
2025,7,REG,CIN,PIT,33,31,4,4,2
2025,7,REG,JAX,LA,7,35,7,7,-28
2025,7,REG,CHI,NO,26,14,6,7,12
2025,7,REG,CLE,MIA,31,6,7,7,25
2025,7,REG,KC,LV,31,0,7,7,31
2025,7,REG,MIN,PHI,22,28,14,10,-6
2025,7,REG,NYJ,CAR,6,13,7,7,-7
2025,7,REG,TEN,NE,13,31,7,7,-18
2025,7,REG,DEN,NYG,33,32,7,10,1
2025,7,REG,LAC,IND,24,38,7,7,-14
2025,7,REG,ARI,GB,23,27,7,7,-4
2025,7,REG,DAL,WAS,44,22,7,6,22
2025,7,REG,SF,ATL,20,10,7,6,10
2025,7,REG,DET,TB,24,9,8,8,15
2025,7,REG,SEA,HOU,27,19,8,15,8
2025,8,REG,LAC,MIN,37,10,4,4,27
2025,8,REG,ATL,MIA,10,34,7,7,-24
2025,8,REG,BAL,CHI,30,16,14,7,14
2025,8,REG,CAR,BUF,9,40,7,13,-31
2025,8,REG,CIN,NYJ,38,39,10,7,-1
2025,8,REG,HOU,SF,26,15,6,7,11
2025,8,REG,NE,CLE,32,13,7,7,19
2025,8,REG,PHI,NYG,38,20,7,7,18
2025,8,REG,NO,TB,3,23,7,6,-20
2025,8,REG,DEN,DAL,44,24,7,7,20
2025,8,REG,IND,TEN,38,14,7,7,24
2025,8,REG,PIT,GB,25,35,10,7,-10
2025,8,REG,KC,WAS,28,7,8,8,21
2025,9,REG,MIA,BAL,6,28,4,4,-22
2025,9,REG,CIN,CHI,42,47,7,7,-5
2025,9,REG,DET,MIN,24,27,13,10,-3
2025,9,REG,GB,CAR,13,16,7,7,-3
2025,9,REG,HOU,DEN,15,18,7,7,-3
2025,9,REG,NE,ATL,24,23,7,7,1
2025,9,REG,NYG,SF,24,34,7,7,-10
2025,9,REG,PIT,IND,27,20,7,7,7
2025,9,REG,TEN,LAC,20,27,7,10,-7
2025,9,REG,LA,NO,34,10,14,7,24
2025,9,REG,LV,JAX,29,30,14,14,-1
2025,9,REG,BUF,KC,28,21,7,6,7
2025,9,REG,WAS,SEA,14,38,6,13,-24
2025,9,REG,DAL,ARI,17,27,8,15,-10
2025,10,REG,DEN,LV,10,7,4,4,3
2025,10,REG,IND,ATL,31,25,7,7,6
2025,10,REG,CAR,NO,7,17,7,7,-10
2025,10,REG,CHI,NYG,24,20,7,7,4
2025,10,REG,HOU,JAX,36,29,7,7,7
2025,10,REG,MIA,BUF,30,13,10,7,17
2025,10,REG,MIN,BAL,19,27,7,10,-8
2025,10,REG,NYJ,CLE,27,20,14,14,7
2025,10,REG,TB,NE,23,28,14,7,-5
2025,10,REG,SEA,ARI,44,22,7,6,22
2025,10,REG,SF,LA,26,42,7,7,-16
2025,10,REG,WAS,DET,22,44,7,7,-22
2025,10,REG,LAC,PIT,25,10,7,7,15
2025,10,REG,GB,PHI,7,10,8,15,-3
2025,11,REG,NE,NYJ,27,14,4,4,13
2025,11,REG,MIA,WAS,16,13,7,7,3
2025,11,REG,ATL,CAR,27,30,7,7,-3
2025,11,REG,BUF,TB,44,32,7,7,12
2025,11,REG,JAX,LAC,35,6,7,7,29
2025,11,REG,MIN,CHI,17,19,7,7,-2
2025,11,REG,NYG,GB,20,27,7,6,-7
2025,11,REG,PIT,CIN,34,12,7,14,22
2025,11,REG,TEN,HOU,13,16,14,7,-3
2025,11,REG,ARI,SF,22,41,7,7,-19
2025,11,REG,LA,SEA,21,19,7,7,2
2025,11,REG,CLE,BAL,16,23,7,7,-7
2025,11,REG,DEN,KC,22,19,10,14,3
2025,11,REG,PHI,DET,16,9,6,7,7
2025,11,REG,LV,DAL,16,33,11,14,-17
2025,12,REG,HOU,BUF,23,19,4,4,4
2025,12,REG,BAL,NYJ,23,10,7,10,13
2025,12,REG,CHI,PIT,31,28,7,7,3
2025,12,REG,CIN,NE,20,26,7,10,-6
2025,12,REG,DET,NYG,34,27,7,7,7
2025,12,REG,GB,MIN,23,6,7,7,17
2025,12,REG,KC,IND,23,20,7,14,3
2025,12,REG,TEN,SEA,24,30,7,7,-6
2025,12,REG,ARI,JAX,24,27,7,7,-3
2025,12,REG,LV,CLE,10,24,6,7,-14
2025,12,REG,DAL,PHI,24,21,6,7,3
2025,12,REG,NO,ATL,10,24,14,7,-14
2025,12,REG,LA,TB,34,7,7,7,27
2025,12,REG,SF,CAR,20,9,8,8,11
2025,13,REG,DET,GB,24,31,4,4,-7
2025,13,REG,DAL,KC,31,28,4,4,3
2025,13,REG,BAL,CIN,14,32,4,4,-18
2025,13,REG,PHI,CHI,15,24,5,5,-9
2025,13,REG,CAR,LA,31,28,6,7,3
2025,13,REG,CLE,SF,8,26,7,6,-18
2025,13,REG,IND,HOU,16,20,7,10,-4
2025,13,REG,MIA,NO,21,17,14,7,4
2025,13,REG,NYJ,ATL,27,24,7,7,3
2025,13,REG,TB,ARI,20,17,7,7,3
2025,13,REG,TEN,JAX,3,25,7,7,-22
2025,13,REG,SEA,MIN,26,0,7,7,26
2025,13,REG,LAC,LV,31,14,14,7,17
2025,13,REG,PIT,BUF,7,26,7,10,-19
2025,13,REG,WAS,DEN,26,27,14,14,-1
2025,13,REG,NE,NYG,33,15,8,8,18
2025,14,REG,DET,DAL,44,30,7,7,14
2025,14,REG,ATL,SEA,9,37,7,7,-28
2025,14,REG,BAL,PIT,22,27,10,7,-5
2025,14,REG,BUF,CIN,39,34,7,10,5
2025,14,REG,CLE,TEN,29,31,7,7,-2
2025,14,REG,JAX,IND,36,19,7,7,17
2025,14,REG,MIN,WAS,31,0,7,7,31
2025,14,REG,NYJ,MIA,10,34,7,7,-24
2025,14,REG,TB,NO,20,24,7,7,-4
2025,14,REG,LV,DEN,17,24,7,7,-7
2025,14,REG,ARI,LA,17,45,7,7,-28
2025,14,REG,GB,CHI,28,21,10,9,7
2025,14,REG,KC,HOU,10,20,10,7,-10
2025,14,REG,LAC,PHI,22,19,8,10,3
2025,15,REG,TB,ATL,28,29,4,4,-1
2025,15,REG,CHI,CLE,31,3,7,7,28
2025,15,REG,CIN,BAL,0,24,7,7,-24
2025,15,REG,HOU,ARI,40,20,7,7,20
2025,15,REG,JAX,NYJ,48,20,7,7,28
2025,15,REG,KC,LAC,13,16,7,6,-3
2025,15,REG,NE,BUF,31,35,13,7,-4
2025,15,REG,NYG,WAS,21,29,13,7,-8
2025,15,REG,PHI,LV,31,0,6,7,31
2025,15,REG,DEN,GB,34,26,7,7,8
2025,15,REG,LA,DET,41,34,7,10,7
2025,15,REG,NO,CAR,20,17,7,14,3
2025,15,REG,SEA,IND,18,16,7,7,2
2025,15,REG,SF,TEN,37,24,14,7,13
2025,15,REG,DAL,MIN,26,34,10,7,-8
2025,15,REG,PIT,MIA,28,15,8,8,13
2025,16,REG,SEA,LA,38,37,4,4,1
2025,16,REG,WAS,PHI,18,29,6,6,-11
2025,16,REG,CHI,GB,22,16,6,6,6
2025,16,REG,CAR,TB,23,20,7,10,3
2025,16,REG,CLE,BUF,20,23,7,7,-3
2025,16,REG,DAL,LAC,17,34,7,7,-17
2025,16,REG,MIA,CIN,21,45,6,7,-24
2025,16,REG,NO,NYJ,29,6,7,7,23
2025,16,REG,NYG,MIN,13,16,7,7,-3
2025,16,REG,TEN,KC,26,9,7,7,17
2025,16,REG,ARI,ATL,19,26,7,10,-7
2025,16,REG,DEN,JAX,20,34,7,7,-14
2025,16,REG,DET,PIT,24,29,7,6,-5
2025,16,REG,HOU,LV,23,21,7,7,2
2025,16,REG,BAL,NE,24,28,7,7,-4
2025,16,REG,IND,SF,27,48,8,8,-21
2025,17,REG,WAS,DAL,23,30,5,4,-7
2025,17,REG,MIN,DET,23,10,4,4,13
2025,17,REG,KC,DEN,13,20,4,4,-7
2025,17,REG,LAC,HOU,16,20,6,6,-4
2025,17,REG,GB,BAL,24,41,7,6,-17
2025,17,REG,CAR,SEA,10,27,7,10,-17
2025,17,REG,CIN,ARI,37,14,7,7,23
2025,17,REG,CLE,PIT,13,6,7,7,7
2025,17,REG,IND,JAX,17,23,6,7,-6
2025,17,REG,MIA,TB,20,17,7,7,3
2025,17,REG,NYJ,NE,10,42,7,7,-32
2025,17,REG,TEN,NO,26,34,7,7,-8
2025,17,REG,LV,NYG,10,34,7,7,-24
2025,17,REG,BUF,PHI,12,13,7,8,-1
2025,17,REG,SF,CHI,42,38,6,8,4
2025,17,REG,ATL,LA,27,24,8,11,3
2025,18,REG,TB,CAR,16,14,6,6,2
2025,18,REG,SF,SEA,3,13,6,6,-10
2025,18,REG,ATL,NO,19,17,6,7,2
2025,18,REG,CIN,CLE,18,20,7,7,-2
2025,18,REG,HOU,IND,38,30,8,7,8
2025,18,REG,JAX,TEN,41,7,7,7,34
2025,18,REG,MIN,GB,16,3,10,8,13
2025,18,REG,NYG,DAL,34,17,7,10,17
2025,18,REG,BUF,NYJ,35,8,7,7,27
2025,18,REG,CHI,DET,16,19,7,10,-3
2025,18,REG,DEN,LAC,19,3,10,8,16
2025,18,REG,LA,ARI,37,20,6,7,17
2025,18,REG,LV,KC,14,12,7,10,2
2025,18,REG,NE,MIA,38,10,7,7,28
2025,18,REG,PHI,WAS,17,24,7,10,-7
2025,18,REG,PIT,BAL,26,24,7,8,2
