season,week,game_type,home_team,away_team,home_score,away_score,home_rest,away_rest,result
2006,1,REG,PIT,MIA,28,17,7,7,11
2006,1,REG,CAR,ATL,6,20,7,7,-14
2006,1,REG,CLE,NO,14,19,7,7,-5
2006,1,REG,DET,SEA,6,9,7,7,-3
2006,1,REG,HOU,PHI,10,24,7,7,-14
2006,1,REG,KC,CIN,10,23,7,7,-13
2006,1,REG,NE,BUF,19,17,7,7,2
2006,1,REG,STL,DEN,18,10,7,7,8
2006,1,REG,TB,BAL,0,27,7,7,-27
2006,1,REG,TEN,NYJ,16,23,7,7,-7
2006,1,REG,ARI,SF,34,27,7,7,7
2006,1,REG,GB,CHI,0,26,7,7,-26
2006,1,REG,JAX,DAL,24,17,7,7,7
2006,1,REG,NYG,IND,21,26,7,7,-5
2006,1,REG,WAS,MIN,16,19,7,7,-3
2006,1,REG,OAK,SD,0,27,7,7,-27
2006,2,REG,ATL,TB,14,3,7,7,11
2006,2,REG,BAL,OAK,28,6,7,6,22
2006,2,REG,CHI,DET,34,7,7,7,27
2006,2,REG,CIN,CLE,34,17,7,7,17
2006,2,REG,GB,NO,27,34,7,7,-7
2006,2,REG,IND,HOU,43,24,7,7,19
2006,2,REG,MIA,BUF,6,16,10,7,-10
2006,2,REG,MIN,CAR,16,13,6,7,3
2006,2,REG,PHI,NYG,24,30,7,7,-6
2006,2,REG,SEA,ARI,21,10,7,7,11
2006,2,REG,SF,STL,20,13,7,7,7
2006,2,REG,DEN,KC,9,6,7,7,3
2006,2,REG,NYJ,NE,17,24,7,7,-7
2006,2,REG,SD,TEN,40,7,6,7,33
2006,2,REG,DAL,WAS,27,10,7,6,17
2006,2,REG,JAX,PIT,9,0,8,11,9
2006,3,REG,BUF,NYJ,20,28,7,7,-8
2006,3,REG,DET,GB,24,31,7,7,-7
2006,3,REG,HOU,WAS,15,31,7,7,-16
2006,3,REG,IND,JAX,21,14,7,6,7
2006,3,REG,MIA,TEN,13,10,7,7,3
2006,3,REG,MIN,CHI,16,19,7,7,-3
2006,3,REG,PIT,CIN,20,28,6,7,-8
2006,3,REG,TB,CAR,24,26,7,7,-2
2006,3,REG,CLE,BAL,14,15,7,7,-1
2006,3,REG,ARI,STL,14,16,7,7,-2
2006,3,REG,SEA,NYG,42,30,7,7,12
2006,3,REG,SF,PHI,24,38,7,7,-14
2006,3,REG,NE,DEN,7,17,7,7,-10
2006,3,REG,NO,ATL,23,3,8,8,20
2006,4,REG,ATL,ARI,32,10,6,7,22
2006,4,REG,BAL,SD,16,13,7,14,3
2006,4,REG,BUF,MIN,17,12,7,7,5
2006,4,REG,CAR,NO,21,18,7,6,3
2006,4,REG,HOU,MIA,17,15,7,7,2
2006,4,REG,KC,SF,41,0,14,7,41
2006,4,REG,NYJ,IND,28,31,7,7,-3
2006,4,REG,TEN,DAL,14,45,7,14,-31
2006,4,REG,STL,DET,41,34,7,7,7
2006,4,REG,CIN,NE,13,38,7,7,-25
2006,4,REG,OAK,CLE,21,24,14,7,-3
2006,4,REG,WAS,JAX,36,30,7,7,6
2006,4,REG,CHI,SEA,37,6,7,7,31
2006,4,REG,PHI,GB,31,9,8,8,22
2006,5,REG,CAR,CLE,20,12,7,7,8
2006,5,REG,CHI,BUF,40,7,7,7,33
2006,5,REG,GB,STL,20,23,6,7,-3
2006,5,REG,IND,TEN,14,13,7,7,1
2006,5,REG,MIN,DET,26,17,7,7,9
2006,5,REG,NE,MIA,20,10,7,7,10
2006,5,REG,NO,TB,24,21,7,14,3
2006,5,REG,NYG,WAS,19,3,14,7,16
2006,5,REG,ARI,KC,20,23,7,7,-3
2006,5,REG,JAX,NYJ,41,0,7,7,41
2006,5,REG,SF,OAK,34,20,7,7,14
2006,5,REG,PHI,DAL,38,24,6,7,14
2006,5,REG,SD,PIT,23,13,7,14,10
2006,5,REG,DEN,BAL,13,3,15,8,10
2006,6,REG,ATL,NYG,14,27,14,7,-13
2006,6,REG,BAL,CAR,21,23,6,7,-2
2006,6,REG,DAL,HOU,34,6,7,14,28
2006,6,REG,DET,BUF,20,17,7,7,3
2006,6,REG,NO,PHI,27,24,7,7,3
2006,6,REG,STL,SEA,28,30,7,14,-2
2006,6,REG,TB,CIN,14,13,7,14,1
2006,6,REG,WAS,TEN,22,25,7,7,-3
2006,6,REG,NYJ,MIA,20,17,7,7,3
2006,6,REG,PIT,KC,45,7,7,7,38
2006,6,REG,SF,SD,19,48,7,7,-29
2006,6,REG,DEN,OAK,13,3,6,7,10
2006,6,REG,ARI,CHI,23,24,8,8,-1
2006,7,REG,ATL,PIT,41,38,7,7,3
2006,7,REG,BUF,NE,6,28,7,14,-22
2006,7,REG,CIN,CAR,17,14,7,7,3
2006,7,REG,HOU,JAX,27,7,7,14,20
2006,7,REG,KC,SD,30,27,7,7,3
2006,7,REG,MIA,GB,24,34,7,14,-10
2006,7,REG,NYJ,DET,31,24,7,7,7
2006,7,REG,TB,PHI,23,21,7,7,2
2006,7,REG,CLE,DEN,7,17,14,7,-10
2006,7,REG,IND,WAS,36,22,14,7,14
2006,7,REG,OAK,ARI,22,9,7,6,13
2006,7,REG,SEA,MIN,13,31,7,14,-18
2006,7,REG,DAL,NYG,22,36,8,8,-14
2006,8,REG,CHI,SF,41,10,13,14,31
2006,8,REG,CIN,ATL,27,29,7,7,-2
2006,8,REG,GB,ARI,31,14,7,7,17
2006,8,REG,KC,SEA,35,28,7,7,7
2006,8,REG,NO,BAL,22,35,14,14,-13
2006,8,REG,NYG,TB,17,3,6,7,14
2006,8,REG,PHI,JAX,6,13,7,7,-7
2006,8,REG,TEN,HOU,28,22,14,7,6
2006,8,REG,SD,STL,38,24,7,14,14
2006,8,REG,CLE,NYJ,20,13,7,7,7
2006,8,REG,DEN,IND,31,34,7,7,-3
2006,8,REG,OAK,PIT,20,13,7,7,7
2006,8,REG,CAR,DAL,14,35,7,6,-21
2006,8,REG,MIN,NE,7,31,8,8,-24
2006,9,REG,BAL,CIN,26,20,7,7,6
2006,9,REG,BUF,GB,24,10,14,7,14
2006,9,REG,CHI,MIA,13,31,7,14,-18
2006,9,REG,DET,ATL,30,14,14,7,16
2006,9,REG,JAX,TEN,37,7,7,7,30
2006,9,REG,NYG,HOU,14,10,7,7,4
2006,9,REG,STL,KC,17,31,7,7,-14
2006,9,REG,TB,NO,14,31,7,7,-17
2006,9,REG,WAS,DAL,22,19,14,7,3
2006,9,REG,SF,MIN,9,3,7,6,6
2006,9,REG,PIT,DEN,20,31,7,7,-11
2006,9,REG,SD,CLE,32,25,7,7,7
2006,9,REG,NE,IND,20,27,6,7,-7
2006,9,REG,SEA,OAK,16,0,8,8,16
2006,10,REG,ATL,CLE,13,17,7,7,-4
2006,10,REG,CIN,SD,41,49,7,7,-8
2006,10,REG,DET,SF,13,19,7,7,-6
2006,10,REG,IND,BUF,17,16,7,7,1
2006,10,REG,JAX,HOU,10,13,7,7,-3
2006,10,REG,MIA,KC,13,10,7,7,3
2006,10,REG,MIN,GB,17,23,7,7,-6
2006,10,REG,NE,NYJ,14,17,7,14,-3
2006,10,REG,PHI,WAS,27,3,14,7,24
2006,10,REG,TEN,BAL,26,27,7,7,-1
2006,10,REG,OAK,DEN,13,17,6,7,-4
2006,10,REG,ARI,DAL,10,27,14,7,-17
2006,10,REG,PIT,NO,38,31,7,7,7
2006,10,REG,SEA,STL,24,22,6,7,2
2006,10,REG,NYG,CHI,20,38,7,7,-18
2006,10,REG,CAR,TB,24,10,15,8,14
2006,11,REG,BAL,ATL,24,10,7,7,14
2006,11,REG,CAR,STL,15,0,6,7,15
2006,11,REG,CLE,PIT,20,24,7,7,-4
2006,11,REG,GB,NE,0,35,7,7,-35
2006,11,REG,HOU,BUF,21,24,7,7,-3
2006,11,REG,KC,OAK,17,13,7,7,4
2006,11,REG,MIA,MIN,24,20,7,7,4
2006,11,REG,NO,CIN,16,31,7,7,-15
2006,11,REG,NYJ,CHI,0,10,7,7,-10
2006,11,REG,PHI,TEN,13,31,7,7,-18
2006,11,REG,TB,WAS,20,17,6,7,3
2006,11,REG,ARI,DET,17,10,7,7,7
2006,11,REG,SF,SEA,20,14,7,7,6
2006,11,REG,DAL,IND,21,14,7,7,7
2006,11,REG,DEN,SD,27,35,7,7,-8
2006,11,REG,JAX,NYG,26,10,8,8,16
2006,12,REG,DET,MIA,10,27,4,4,-17
2006,12,REG,DAL,TB,38,10,4,4,28
2006,12,REG,KC,DEN,19,10,4,4,9
2006,12,REG,ATL,NO,13,31,7,7,-18
2006,12,REG,BAL,PIT,27,0,7,7,27
2006,12,REG,BUF,JAX,27,24,7,6,3
2006,12,REG,CLE,CIN,0,30,7,7,-30
2006,12,REG,MIN,ARI,31,26,7,7,5
2006,12,REG,NYJ,HOU,26,11,7,7,15
2006,12,REG,STL,SF,20,17,7,7,3
2006,12,REG,WAS,CAR,17,13,7,7,4
2006,12,REG,SD,OAK,21,14,7,7,7
2006,12,REG,NE,CHI,17,13,7,7,4
2006,12,REG,TEN,NYG,24,21,7,6,3
2006,12,REG,IND,PHI,45,21,7,7,24
2006,12,REG,SEA,GB,34,24,8,8,10
2006,13,REG,CIN,BAL,13,7,4,4,6
2006,13,REG,BUF,SD,21,24,7,7,-3
2006,13,REG,CHI,MIN,23,13,7,7,10
2006,13,REG,CLE,KC,31,28,7,10,3
2006,13,REG,GB,NYJ,10,38,6,7,-28
2006,13,REG,NE,DET,28,21,7,10,7
2006,13,REG,NO,SF,34,10,7,7,24
2006,13,REG,STL,ARI,20,34,7,7,-14
2006,13,REG,TEN,IND,20,17,7,7,3
2006,13,REG,WAS,ATL,14,24,7,7,-10
2006,13,REG,MIA,JAX,10,24,10,7,-14
2006,13,REG,OAK,HOU,14,23,7,7,-9
2006,13,REG,NYG,DAL,20,23,7,10,-3
2006,13,REG,PIT,TB,20,3,7,10,17
2006,13,REG,DEN,SEA,20,23,10,6,-3
2006,13,REG,PHI,CAR,27,24,8,8,3
2006,14,REG,PIT,CLE,27,7,4,4,20
2006,14,REG,CAR,NYG,13,27,6,7,-14
2006,14,REG,CIN,OAK,27,10,10,7,17
2006,14,REG,DET,MIN,20,30,7,7,-10
2006,14,REG,HOU,TEN,20,26,7,7,-6
2006,14,REG,JAX,IND,44,17,7,7,27
2006,14,REG,KC,BAL,10,20,7,10,-10
2006,14,REG,MIA,NE,21,0,7,7,21
2006,14,REG,TB,ATL,6,17,7,7,-11
2006,14,REG,WAS,PHI,19,21,7,6,-2
2006,14,REG,ARI,SEA,27,21,7,7,6
2006,14,REG,SF,GB,19,30,7,7,-11
2006,14,REG,NYJ,BUF,13,31,7,7,-18
2006,14,REG,SD,DEN,48,20,7,7,28
2006,14,REG,DAL,NO,17,42,7,7,-25
2006,14,REG,STL,CHI,27,42,8,8,-15
2006,15,REG,SEA,SF,14,24,4,4,-10
2006,15,REG,ATL,DAL,28,38,6,6,-10
2006,15,REG,BAL,CLE,27,17,7,10,10
2006,15,REG,BUF,MIA,21,0,7,7,21
2006,15,REG,CAR,PIT,3,37,7,10,-34
2006,15,REG,CHI,TB,34,31,6,7,3
2006,15,REG,GB,DET,17,9,7,7,8
2006,15,REG,MIN,NYJ,13,26,7,7,-13
2006,15,REG,NE,HOU,40,7,7,7,33
2006,15,REG,NO,WAS,10,16,7,7,-6
2006,15,REG,TEN,JAX,24,17,7,7,7
2006,15,REG,ARI,DEN,20,37,7,7,-17
2006,15,REG,NYG,PHI,22,36,7,7,-14
2006,15,REG,OAK,STL,0,20,7,6,-20
2006,15,REG,SD,KC,20,9,7,7,11
2006,15,REG,IND,CIN,34,16,8,8,18
2006,16,REG,GB,MIN,9,7,4,4,2
2006,16,REG,OAK,KC,9,20,6,6,-11
2006,16,REG,ATL,CAR,3,10,8,7,-7
2006,16,REG,BUF,TEN,29,30,7,7,-1
2006,16,REG,CLE,TB,7,22,7,7,-15
2006,16,REG,DET,CHI,21,26,7,7,-5
2006,16,REG,HOU,IND,27,24,7,6,3
2006,16,REG,JAX,NE,21,24,7,7,-3
2006,16,REG,NYG,NO,7,30,7,7,-23
2006,16,REG,PIT,BAL,7,31,7,7,-24
2006,16,REG,STL,WAS,37,31,7,7,6
2006,16,REG,SF,ARI,20,26,10,7,-6
2006,16,REG,DEN,CIN,24,23,7,6,1
2006,16,REG,SEA,SD,17,20,10,7,-3
2006,16,REG,DAL,PHI,7,23,9,8,-16
2006,16,REG,MIA,NYJ,10,13,8,8,-3
2006,17,REG,WAS,NYG,28,34,6,6,-6
2006,17,REG,CIN,PIT,17,23,7,7,-6
2006,17,REG,DAL,DET,31,39,6,7,-8
2006,17,REG,HOU,CLE,14,6,7,7,8
2006,17,REG,KC,JAX,35,30,8,7,5
2006,17,REG,MIN,STL,21,41,10,7,-20
2006,17,REG,NO,CAR,21,31,7,7,-10
2006,17,REG,NYJ,OAK,23,3,6,8,20
2006,17,REG,TB,SEA,7,23,7,7,-16
2006,17,REG,TEN,NE,23,40,7,7,-17
2006,17,REG,BAL,BUF,19,7,7,7,12
2006,17,REG,DEN,SF,23,26,7,7,-3
2006,17,REG,IND,MIA,27,22,7,6,5
2006,17,REG,PHI,ATL,24,17,6,7,7
2006,17,REG,SD,ARI,27,20,7,7,7
2006,17,REG,CHI,GB,7,26,7,10,-19
2007,1,REG,IND,NO,41,10,7,7,31
2007,1,REG,BUF,DEN,14,15,7,7,-1
2007,1,REG,CLE,PIT,7,34,7,7,-27
2007,1,REG,GB,PHI,16,13,7,7,3
2007,1,REG,HOU,KC,20,3,7,7,17
2007,1,REG,JAX,TEN,10,13,7,7,-3
2007,1,REG,MIN,ATL,24,3,7,7,21
2007,1,REG,NYJ,NE,14,38,7,7,-24
2007,1,REG,STL,CAR,13,27,7,7,-14
2007,1,REG,WAS,MIA,16,13,7,7,3
2007,1,REG,OAK,DET,21,36,7,7,-15
2007,1,REG,SD,CHI,14,3,7,7,11
2007,1,REG,SEA,TB,20,6,7,7,14
2007,1,REG,DAL,NYG,45,35,7,7,10
2007,1,REG,CIN,BAL,27,20,7,7,7
2007,1,REG,SF,ARI,20,17,7,7,3
2007,2,REG,CAR,HOU,21,34,7,7,-13
2007,2,REG,CLE,CIN,51,45,7,6,6
2007,2,REG,JAX,ATL,13,7,7,7,6
2007,2,REG,NYG,GB,13,35,7,7,-22
2007,2,REG,PIT,BUF,26,3,7,7,23
2007,2,REG,STL,SF,16,17,7,6,-1
2007,2,REG,TB,NO,31,14,7,10,17
2007,2,REG,TEN,IND,20,22,7,10,-2
2007,2,REG,ARI,SEA,23,20,6,7,3
2007,2,REG,DET,MIN,20,17,7,7,3
2007,2,REG,MIA,DAL,20,37,7,7,-17
2007,2,REG,BAL,NYJ,20,13,6,7,7
2007,2,REG,CHI,KC,20,10,7,7,10
2007,2,REG,DEN,OAK,23,20,7,7,3
2007,2,REG,NE,SD,38,14,7,7,24
2007,2,REG,PHI,WAS,12,20,8,8,-8
2007,3,REG,BAL,ARI,26,23,7,7,3
2007,3,REG,GB,SD,31,24,7,7,7
2007,3,REG,HOU,IND,24,30,7,7,-6
2007,3,REG,KC,MIN,13,10,7,7,3
2007,3,REG,NE,BUF,38,7,7,7,31
2007,3,REG,NYJ,MIA,31,28,7,7,3
2007,3,REG,PHI,DET,56,21,6,7,35
2007,3,REG,PIT,SF,37,16,7,7,21
2007,3,REG,TB,STL,24,3,7,7,21
2007,3,REG,DEN,JAX,14,23,7,7,-9
2007,3,REG,OAK,CLE,26,24,7,7,2
2007,3,REG,SEA,CIN,24,21,7,7,3
2007,3,REG,ATL,CAR,20,27,7,7,-7
2007,3,REG,WAS,NYG,17,24,6,7,-7
2007,3,REG,CHI,DAL,10,34,7,7,-24
2007,3,REG,NO,TEN,14,31,8,8,-17
2007,4,REG,ATL,HOU,26,16,7,7,10
2007,4,REG,BUF,NYJ,17,14,7,7,3
2007,4,REG,CLE,BAL,27,13,7,7,14
2007,4,REG,DAL,STL,35,7,7,7,28
2007,4,REG,DET,CHI,37,27,7,7,10
2007,4,REG,MIA,OAK,17,35,7,7,-18
2007,4,REG,MIN,GB,16,23,7,7,-7
2007,4,REG,CAR,TB,7,20,7,7,-13
2007,4,REG,SF,SEA,3,23,7,7,-20
2007,4,REG,ARI,PIT,21,14,7,7,7
2007,4,REG,IND,DEN,38,20,7,7,18
2007,4,REG,SD,KC,16,30,7,7,-14
2007,4,REG,NYG,PHI,16,3,7,7,13
2007,4,REG,CIN,NE,13,34,8,8,-21
2007,5,REG,HOU,MIA,22,19,7,7,3
2007,5,REG,KC,JAX,7,17,7,14,-10
2007,5,REG,NE,CLE,34,17,6,7,17
2007,5,REG,NO,CAR,13,16,13,7,-3
2007,5,REG,NYG,NYJ,35,24,7,7,11
2007,5,REG,PIT,SEA,21,0,7,7,21
2007,5,REG,STL,ARI,31,34,7,7,-3
2007,5,REG,TEN,ATL,20,13,13,7,7
2007,5,REG,WAS,DET,34,3,14,7,31
2007,5,REG,IND,TB,33,14,7,7,19
2007,5,REG,DEN,SD,3,41,7,7,-38
2007,5,REG,SF,BAL,7,9,7,7,-2
2007,5,REG,GB,CHI,20,27,7,7,-7
2007,5,REG,BUF,DAL,24,25,8,8,-1
2007,6,REG,BAL,STL,22,3,7,7,19
2007,6,REG,CHI,MIN,31,34,7,14,-3
2007,6,REG,CLE,MIA,41,31,7,7,10
2007,6,REG,GB,WAS,17,14,7,7,3
2007,6,REG,JAX,HOU,37,17,7,7,20
2007,6,REG,KC,CIN,27,20,7,13,7
2007,6,REG,NYJ,PHI,9,16,7,14,-7
2007,6,REG,TB,TEN,13,10,7,7,3
2007,6,REG,ARI,CAR,10,25,7,7,-15
2007,6,REG,DAL,NE,27,48,6,7,-21
2007,6,REG,SD,OAK,28,14,7,14,14
2007,6,REG,SEA,NO,17,28,7,7,-11
2007,6,REG,ATL,NYG,10,31,8,8,-21
2007,7,REG,BUF,BAL,19,14,13,7,5
2007,7,REG,DET,TB,23,16,14,7,7
2007,7,REG,HOU,TEN,36,38,7,7,-2
2007,7,REG,MIA,NE,28,49,7,7,-21
2007,7,REG,NO,ATL,22,16,7,6,6
2007,7,REG,NYG,SF,33,15,6,14,18
2007,7,REG,WAS,ARI,21,19,7,7,2
2007,7,REG,CIN,NYJ,38,31,7,7,7
2007,7,REG,OAK,KC,10,12,7,7,-2
2007,7,REG,DAL,MIN,24,14,7,7,10
2007,7,REG,PHI,CHI,16,19,7,7,-3
2007,7,REG,SEA,STL,33,6,7,7,27
2007,7,REG,DEN,PIT,31,28,14,14,3
2007,7,REG,JAX,IND,7,29,8,15,-22
2007,8,REG,CAR,IND,7,31,14,6,-24
2007,8,REG,CHI,DET,7,16,7,7,-9
2007,8,REG,CIN,PIT,13,24,7,7,-11
2007,8,REG,MIA,NYG,10,13,7,7,-3
2007,8,REG,MIN,PHI,16,23,7,7,-7
2007,8,REG,STL,CLE,20,27,7,14,-7
2007,8,REG,TEN,OAK,13,9,7,7,4
2007,8,REG,NYJ,BUF,3,13,7,7,-10
2007,8,REG,SD,HOU,35,10,14,7,25
2007,8,REG,TB,JAX,23,24,7,6,-1
2007,8,REG,NE,WAS,52,7,7,7,45
2007,8,REG,SF,NO,10,31,7,7,-21
2007,8,REG,DEN,GB,13,19,8,15,-6
2007,9,REG,ATL,SF,20,16,14,7,4
2007,9,REG,BUF,CIN,33,21,7,7,12
2007,9,REG,DET,DEN,44,7,7,6,37
2007,9,REG,KC,GB,22,33,14,6,-11
2007,9,REG,MIN,SD,35,17,7,7,18
2007,9,REG,NO,JAX,41,24,7,7,17
2007,9,REG,NYJ,WAS,20,23,7,7,-3
2007,9,REG,TB,ARI,17,10,7,14,7
2007,9,REG,TEN,CAR,20,7,7,7,13
2007,9,REG,CLE,SEA,33,30,7,14,3
2007,9,REG,IND,NE,20,24,7,7,-4
2007,9,REG,OAK,HOU,17,24,7,7,-7
2007,9,REG,PHI,DAL,17,38,7,14,-21
2007,9,REG,PIT,BAL,38,7,8,15,31
2007,10,REG,CAR,ATL,13,20,7,7,-7
2007,10,REG,GB,MIN,34,0,7,7,34
2007,10,REG,KC,DEN,11,27,7,7,-16
2007,10,REG,MIA,BUF,10,13,14,7,-3
2007,10,REG,NO,STL,29,37,7,14,-8
2007,10,REG,PIT,CLE,31,28,6,7,3
2007,10,REG,TEN,JAX,13,28,7,7,-15
2007,10,REG,WAS,PHI,25,33,7,7,-8
2007,10,REG,BAL,CIN,7,21,6,7,-14
2007,10,REG,ARI,DET,31,21,7,7,10
2007,10,REG,NYG,DAL,20,31,14,7,-11
2007,10,REG,OAK,CHI,6,17,7,14,-11
2007,10,REG,SD,IND,23,21,7,7,2
2007,10,REG,SEA,SF,24,0,8,8,24
2007,11,REG,ATL,TB,7,31,7,14,-24
2007,11,REG,BAL,CLE,30,33,7,7,-3
2007,11,REG,CIN,ARI,27,35,7,7,-8
2007,11,REG,DET,NYG,10,16,7,7,-6
2007,11,REG,GB,CAR,31,17,7,7,14
2007,11,REG,HOU,NO,23,10,14,7,13
2007,11,REG,IND,KC,13,10,7,7,3
2007,11,REG,JAX,SD,24,17,7,7,7
2007,11,REG,MIN,OAK,29,22,7,7,7
2007,11,REG,PHI,MIA,17,7,7,7,10
2007,11,REG,NYJ,PIT,19,16,14,7,3
2007,11,REG,DAL,WAS,28,23,7,7,5
2007,11,REG,SEA,CHI,30,23,6,7,7
2007,11,REG,SF,STL,9,13,6,7,-4
2007,11,REG,BUF,NE,10,56,7,14,-46
2007,11,REG,DEN,TEN,34,20,8,8,14
2007,12,REG,DET,GB,26,37,4,4,-11
2007,12,REG,DAL,NYJ,34,3,4,4,31
2007,12,REG,ATL,IND,13,31,4,4,-18
2007,12,REG,CAR,NO,6,31,7,7,-25
2007,12,REG,CIN,TEN,35,6,7,6,29
2007,12,REG,CLE,HOU,27,17,7,7,10
2007,12,REG,JAX,BUF,36,14,7,7,22
2007,12,REG,KC,OAK,17,20,7,7,-3
2007,12,REG,NYG,MIN,17,41,7,7,-24
2007,12,REG,STL,SEA,19,24,7,7,-5
2007,12,REG,TB,WAS,19,13,7,7,6
2007,12,REG,ARI,SF,31,37,7,7,-6
2007,12,REG,CHI,DEN,37,34,7,6,3
2007,12,REG,SD,BAL,32,14,7,7,18
2007,12,REG,NE,PHI,31,28,7,7,3
2007,12,REG,PIT,MIA,3,0,8,8,3
2007,13,REG,DAL,GB,37,27,7,7,10
2007,13,REG,CAR,SF,31,14,7,7,17
2007,13,REG,IND,JAX,28,25,10,7,3
2007,13,REG,KC,SD,10,24,7,7,-14
2007,13,REG,MIA,NYJ,13,40,6,10,-27
2007,13,REG,MIN,DET,42,10,7,10,32
2007,13,REG,PHI,SEA,24,28,7,7,-4
2007,13,REG,STL,ATL,28,16,7,10,12
2007,13,REG,TEN,HOU,28,20,7,7,8
2007,13,REG,WAS,BUF,16,17,7,7,-1
2007,13,REG,ARI,CLE,27,21,7,7,6
2007,13,REG,OAK,DEN,34,20,7,7,14
2007,13,REG,CHI,NYG,16,21,7,7,-5
2007,13,REG,NO,TB,23,27,7,7,-4
2007,13,REG,PIT,CIN,24,10,6,7,14
2007,13,REG,BAL,NE,24,27,8,8,-3
2007,14,REG,WAS,CHI,24,16,4,4,8
2007,14,REG,BUF,MIA,38,17,7,7,21
2007,14,REG,CIN,STL,19,10,7,7,9
2007,14,REG,DET,DAL,27,28,7,10,-1
2007,14,REG,GB,OAK,38,7,10,7,31
2007,14,REG,HOU,TB,28,14,7,7,14
2007,14,REG,JAX,CAR,37,6,7,7,31
2007,14,REG,PHI,NYG,13,16,7,7,-3
2007,14,REG,TEN,SD,17,23,7,7,-6
2007,14,REG,SEA,ARI,42,21,7,7,21
2007,14,REG,SF,MIN,7,27,7,7,-20
2007,14,REG,DEN,KC,41,7,7,7,34
2007,14,REG,NE,PIT,34,13,6,7,21
2007,14,REG,NYJ,CLE,18,24,7,7,-6
2007,14,REG,BAL,IND,20,44,6,7,-24
2007,14,REG,ATL,NO,14,34,8,8,-20
2007,15,REG,HOU,DEN,31,13,4,4,18
2007,15,REG,SF,CIN,20,13,6,6,7
2007,15,REG,CAR,SEA,13,10,7,7,3
2007,15,REG,CLE,BUF,8,0,7,7,8
2007,15,REG,KC,TEN,17,26,7,7,-9
2007,15,REG,MIA,BAL,22,16,7,7,6
2007,15,REG,NE,NYJ,20,10,7,7,10
2007,15,REG,NO,ARI,31,24,6,7,7
2007,15,REG,PIT,JAX,22,29,7,7,-7
2007,15,REG,STL,GB,14,33,7,7,-19
2007,15,REG,TB,ATL,37,3,7,6,34
2007,15,REG,OAK,IND,14,21,7,7,-7
2007,15,REG,DAL,PHI,6,10,7,7,-4
2007,15,REG,SD,DET,51,14,7,7,37
2007,15,REG,NYG,WAS,10,22,7,10,-12
2007,15,REG,MIN,CHI,20,13,8,11,7
2007,16,REG,STL,PIT,24,41,4,4,-17
2007,16,REG,CAR,DAL,13,20,6,6,-7
2007,16,REG,BUF,NYG,21,38,7,7,-17
2007,16,REG,CHI,GB,35,7,6,7,28
2007,16,REG,CIN,CLE,19,14,8,7,5
2007,16,REG,DET,KC,25,20,7,7,5
2007,16,REG,IND,HOU,38,15,7,10,23
2007,16,REG,JAX,OAK,49,11,7,7,38
2007,16,REG,NO,PHI,23,38,7,7,-15
2007,16,REG,ARI,ATL,30,27,7,7,3
2007,16,REG,SF,TB,21,19,8,7,2
2007,16,REG,NE,MIA,28,7,7,7,21
2007,16,REG,SEA,BAL,27,6,7,7,21
2007,16,REG,TEN,NYJ,10,6,7,7,4
2007,16,REG,MIN,WAS,21,32,6,7,-11
2007,16,REG,SD,DEN,23,3,8,11,20
2007,17,REG,NYG,NE,35,38,6,6,-3
2007,17,REG,ATL,SEA,44,41,7,7,3
2007,17,REG,CHI,NO,33,25,7,7,8
2007,17,REG,CLE,SF,20,7,7,7,13
2007,17,REG,GB,DET,34,13,7,7,21
2007,17,REG,HOU,JAX,42,28,7,7,14
2007,17,REG,MIA,CIN,25,38,7,7,-13
2007,17,REG,PHI,BUF,17,9,7,7,8
2007,17,REG,TB,CAR,23,31,7,8,-8
2007,17,REG,ARI,STL,48,19,7,10,29
2007,17,REG,BAL,PIT,27,21,7,10,6
2007,17,REG,DEN,MIN,22,19,6,7,3
2007,17,REG,NYJ,KC,13,10,7,7,3
2007,17,REG,OAK,SD,17,30,7,6,-13
2007,17,REG,WAS,DAL,27,6,7,8,21
2007,17,REG,IND,TEN,10,16,7,7,-6
2008,1,REG,NYG,WAS,16,7,7,7,9
2008,1,REG,ATL,DET,34,21,7,7,13
2008,1,REG,BAL,CIN,17,10,7,7,7
2008,1,REG,BUF,SEA,34,10,7,7,24
2008,1,REG,MIA,NYJ,14,20,7,7,-6
2008,1,REG,NE,KC,17,10,7,7,7
2008,1,REG,NO,TB,24,20,7,7,4
2008,1,REG,PHI,STL,38,3,7,7,35
2008,1,REG,PIT,HOU,38,17,7,7,21
2008,1,REG,TEN,JAX,17,10,7,7,7
2008,1,REG,CLE,DAL,10,28,7,7,-18
2008,1,REG,SD,CAR,24,26,7,7,-2
2008,1,REG,SF,ARI,13,23,7,7,-10
2008,1,REG,IND,CHI,13,29,7,7,-16
2008,1,REG,GB,MIN,24,19,7,7,5
2008,1,REG,OAK,DEN,14,41,7,7,-27
2008,2,REG,CAR,CHI,20,17,7,7,3
2008,2,REG,CIN,TEN,7,24,7,7,-17
2008,2,REG,DET,GB,25,48,7,6,-23
2008,2,REG,JAX,BUF,16,20,7,7,-4
2008,2,REG,KC,OAK,8,23,7,6,-15
2008,2,REG,MIN,IND,15,18,6,7,-3
2008,2,REG,STL,NYG,13,41,7,10,-28
2008,2,REG,WAS,NO,29,24,10,7,5
2008,2,REG,SEA,SF,30,33,7,7,-3
2008,2,REG,TB,ATL,24,9,7,7,15
2008,2,REG,ARI,MIA,31,10,7,7,21
